,image_id,image_location,turtle_id
488,ID_4J2HAZMF,left,t_id_8b8sprYe
489,ID_FLOEXSVU,left,t_id_Ts5LyVQz
490,ID_BT0K4YWB,left,t_id_m2JvEcsg
491,ID_DR1RFA8N,top,t_id_7gFFZy7i
492,ID_9BUTQC0Z,right,t_id_ksTLswDT
493,ID_LEB8RNZI,top,t_id_G5eoqwD8
494,ID_QEVT6JM8,right,t_id_AOWArhGb
495,ID_BZMWVG2Z,left,t_id_dVQ4x3wz
496,ID_T0RVOG8N,right,t_id_C0wevyOl
497,ID_ZKUBFJI7,top,t_id_JI6ba2Yx
498,ID_WR45RUOR,top,t_id_pCO59rOk
499,ID_NL03TGV4,right,t_id_m2JvEcsg
500,ID_V907KMLK,left,t_id_tjWepji1
501,ID_1LGEYXUO,right,t_id_BXWccqAn
502,ID_5ZX8LSS7,top,t_id_ifWwxWF4
503,ID_JLJSSMNQ,left,t_id_fjHGjp1w
504,ID_PLSE0TWE,top,t_id_X3bKBWYW
505,ID_U1MVW6S7,top,t_id_iZQiE7wb
506,ID_UY2ETNZB,top,t_id_ROFhVsy2
507,ID_KT6FCS0X,top,t_id_tjWepji1
508,ID_MHDKVZD2,top,t_id_bYageLYA
509,ID_UQNK7X0M,left,t_id_2E8o5Jtl
510,ID_8M2Z12BM,left,t_id_ksTLswDT
511,ID_7UQA9P2D,left,t_id_uJXT7dGu
512,ID_Q3BEGYDZ,left,t_id_9GFmcOd5
513,ID_JQAYLBV5,Top,t_id_GOIvCduN
514,ID_LPP8P5OF,top,t_id_a4VYrmyA
515,ID_0S3VQPSJ,left,t_id_72SiiZCp
516,ID_X0MM2VYN,top,t_id_DPYQnZyv
517,ID_EDZDTAIN,top,t_id_uIlC9Gfo
518,ID_J21SB4AN,top,t_id_EEbWq5Pj
519,ID_SRH3IZ3U,right,t_id_8b8sprYe
520,ID_LAPPUTJ2,left,t_id_9GFmcOd5
521,ID_Z04LDJBY,right,t_id_2Yn71r7R
522,ID_GDN27X50,right,t_id_G5eoqwD8
523,ID_Q99RU2UB,top,t_id_15bo4NKD
524,ID_KK099R7F,right,t_id_15bo4NKD
525,ID_IRI9KYSS,top,t_id_9GFmcOd5
526,ID_3YAV8O0C,top,t_id_NW7wn8TC
527,ID_SEAPBGHV,left,t_id_ZfvZBX4Q
528,ID_7P7AES1R,right,t_id_7gFFZy7i
529,ID_D01WTSCG,right,t_id_ZfvZBX4Q
530,ID_1PXR5D4Y,right,t_id_0g31STvR
531,ID_GIJMFOY8,top,t_id_FBsGDJhU
532,ID_WZL2E48U,top,t_id_fxTQ5vHC
533,ID_6GFKRO0E,right,t_id_UVQa4BMz
534,ID_MUVUC92H,top,t_id_Ts5LyVQz
535,ID_GGSJXPTX,right,t_id_WDCMGvI4
536,ID_W5BYB235,top,t_id_AOWArhGb
537,ID_9ADVDP9I,top,t_id_BI99coHt
538,ID_2DHZ5XI3,top,t_id_2E8o5Jtl
539,ID_BJCPAJN4,right,t_id_VP2NW7aV
540,ID_53XXG3MF,right,t_id_8b8sprYe
541,ID_8M2XH14P,left,t_id_VP2NW7aV
542,ID_WR22JJ6C,right,t_id_tjWepji1
543,ID_S9LI7L4Z,top,t_id_EEbWq5Pj
544,ID_1HVIO966,left,t_id_WDCMGvI4
545,ID_XC6ILSIU,top,t_id_iZQiE7wb
546,ID_H5C7TDY7,left,t_id_VP2NW7aV
547,ID_TN3XKGKU,right,t_id_utw0thCe
548,ID_76AJYILO,right,t_id_NW7wn8TC
549,ID_T1D1QH16,top,t_id_Dv4O8bOM
550,ID_S2SH4EIH,left,t_id_d6aYXtor
551,ID_LFGSPQMJ,left,t_id_utw0thCe
552,ID_WAV9Q5DP,top,t_id_uIlC9Gfo
553,ID_UC3C1JCG,right,t_id_AOWArhGb
554,ID_5FYXVKCD,left,t_id_G5eoqwD8
555,ID_EZZ6R7T4,top,t_id_tjWepji1
556,ID_4IFPM26V,right,t_id_C0wevyOl
557,ID_01L54J3D,left,t_id_d6aYXtor
558,ID_UI1EJ6HH,left,t_id_8b8sprYe
559,ID_X86WZFKF,top,t_id_0g31STvR
560,ID_Y2UGVJ78,top,t_id_fxTQ5vHC
561,ID_I9NOT9BE,left,t_id_9GFmcOd5
562,ID_L26HMPAO,left,t_id_dc6pjonY
563,ID_0Y7REA36,left,t_id_G5eoqwD8
564,ID_7ULUMUZV,right,t_id_hRzOoJ2t
565,ID_R5SZZUB7,left,t_id_UVQa4BMz
566,ID_D9J2KNJY,left,t_id_Kf73l69A
567,ID_AGM9I0H6,top,t_id_g9Fz8PH7
568,ID_GUOTLMU0,right,t_id_7gFFZy7i
569,ID_PYPJZPP4,top,t_id_Imm5pnNf
570,ID_LNCG6IFM,top,t_id_gJaKYxBQ
571,ID_UMYSZL5W,left,t_id_uIlC9Gfo
572,ID_8I4RMFCW,left,t_id_JI6ba2Yx
573,ID_092X1NP4,left,t_id_fxTQ5vHC
574,ID_7AXW07C3,right,t_id_G5eoqwD8
575,ID_3AHN59NJ,Left,t_id_3b65X5Lw
576,ID_E4JYPILU,top,t_id_fjHGjp1w
577,ID_3GP5P255,left,t_id_MwnEYfqe
578,ID_ESAWYM72,left,t_id_X3bKBWYW
579,ID_5AODRFJJ,left,t_id_d6aYXtor
580,ID_INU2QQIP,left,t_id_Kc1tXDbJ
581,ID_COJX19QY,left,t_id_SwQZGIpa
582,ID_KKAI6BOT,left,t_id_ROFhVsy2
583,ID_O18PWPFZ,right,t_id_9GFmcOd5
584,ID_Q9QV0QXI,top,t_id_NW7wn8TC
585,ID_5NUVMDYX,top,t_id_tjWepji1
586,ID_WHHE83HN,top,t_id_m2JvEcsg
587,ID_448G8JTW,left,t_id_fxTQ5vHC
588,ID_0JDDE04I,top,t_id_uIlC9Gfo
589,ID_A0A4OOQO,left,t_id_SwQZGIpa
590,ID_YEN2BC1W,left,t_id_GrxmyS59
591,ID_46EAWUTG,right,t_id_DPYQnZyv
592,ID_6II0YDFZ,right,t_id_AOWArhGb
593,ID_AFCEU3MQ,right,t_id_fjHGjp1w
594,ID_U2MFDJK0,right,t_id_smNwfXAT
595,ID_C1NCP47J,left,t_id_m2JvEcsg
596,ID_6BKRV6RP,Left,t_id_k1rScFLB
597,ID_L8P0M6XX,Top,t_id_p77GDtzg
598,ID_0J1NXY6D,right,t_id_dVQ4x3wz
599,ID_ZUMC1VTV,right,t_id_YjXYTCGC
600,ID_AKA2B1J9,right,t_id_iD9ikw6Y
601,ID_9BYHCQ70,left,t_id_KysHzQQK
602,ID_USIEXBII,right,t_id_DbmclTcj
603,ID_HSV698LJ,top,t_id_ROFhVsy2
604,ID_YOBMEXDO,left,t_id_HcnnlRda
605,ID_W8L85TKG,top,t_id_Kf73l69A
606,ID_ZPQAQG9M,right,t_id_WDCMGvI4
607,ID_QVTKT4MU,top,t_id_ROFhVsy2
608,ID_SBVHB3CS,top,t_id_2E8o5Jtl
609,ID_MDTA7NL9,left,t_id_C0wevyOl
610,ID_5W8QV1MZ,right,t_id_g9Fz8PH7
611,ID_6RC53SQA,left,t_id_fjHGjp1w
612,ID_468WEHQW,left,t_id_ip3jsrYo
613,ID_PD9FT13D,left,t_id_Dv4O8bOM
614,ID_L4O6H0WC,top,t_id_8b8sprYe
615,ID_LK33VB3I,top,t_id_2Yn71r7R
616,ID_YZMYVCTX,left,t_id_J24awAHQ
617,ID_10EJKPAF,left,t_id_uIlC9Gfo
618,ID_QDJ0DNWU,top,t_id_fjHGjp1w
619,ID_IWPQ13C0,right,t_id_8b8sprYe
620,ID_DICNL24P,right,t_id_hRzOoJ2t
621,ID_DT2BDLSE,left,t_id_hRzOoJ2t
622,ID_JTWX8MUD,left,t_id_DPYQnZyv
623,ID_RT415HV4,Top,t_id_HxxqrdTx
624,ID_BYS1NPDS,top,t_id_dhdJMT1K
625,ID_LWEHAEWP,top,t_id_WDCMGvI4
626,ID_GYXNQFQU,top,t_id_fxTQ5vHC
627,ID_K0EKEOD7,top,t_id_mpuNp8mf
628,ID_0NFH1PZ6,top,t_id_ksTLswDT
629,ID_8MQYHN2I,left,t_id_GrxmyS59
630,ID_238OFM66,Right,t_id_HxxqrdTx
631,ID_V8B10QFC,left,t_id_ROFhVsy2
632,ID_F6FHUTTW,right,t_id_fxTQ5vHC
633,ID_W0E97ERF,right,t_id_Kf73l69A
634,ID_1X4FFXET,top,t_id_tjWepji1
635,ID_D83HPVWW,right,t_id_15bo4NKD
636,ID_FSOODWS3,right,t_id_Ts5LyVQz
637,ID_S5A2A76Z,top,t_id_VP2NW7aV
638,ID_O2UNFDY1,left,t_id_WXXcPTSW
639,ID_ISZW2N05,left,t_id_7gFFZy7i
640,ID_A5GNHRPS,right,t_id_ROFhVsy2
641,ID_HQRV6Z3B,right,t_id_a4VYrmyA
642,ID_V79RH4O4,Right,t_id_p77GDtzg
643,ID_66CXU9J1,top,t_id_C0wevyOl
644,ID_WB0WX0MF,right,t_id_ROFhVsy2
645,ID_UXZYH5HE,right,t_id_AOWArhGb
646,ID_MFVYXJL1,left,t_id_15bo4NKD
647,ID_9XGSBVAT,Left,t_id_3b65X5Lw
648,ID_L59Q4TYX,right,t_id_2QmcRkNj
649,ID_XJEFULMZ,right,t_id_3K93fQBS
650,ID_9JRSLKW0,top,t_id_Lhp87PBX
651,ID_BN1A9XEW,left,t_id_hRzOoJ2t
652,ID_NKDSR9HH,right,t_id_GrxmyS59
653,ID_O999K22E,left,t_id_C0wevyOl
654,ID_Q8X41AWV,top,t_id_bYageLYA
655,ID_1HCBWQRK,top,t_id_iD9ikw6Y
656,ID_1OND9SX7,right,t_id_Dv4O8bOM
657,ID_IV15FDA6,left,t_id_VP2NW7aV
658,ID_WUJE5IVL,left,t_id_HcnnlRda
659,ID_7MLEFE2D,top,t_id_utw0thCe
660,ID_QJ5F7RD4,top,t_id_DPYQnZyv
661,ID_JEBL86OI,left,t_id_fxTQ5vHC
662,ID_FZYPO5TN,Top,t_id_B7LaSiac
663,ID_9K9O05CF,left,t_id_GrxmyS59
664,ID_0XJG7PXU,right,t_id_a4VYrmyA
665,ID_HTLONLHS,Left,t_id_B7LaSiac
666,ID_ITM2EG3W,left,t_id_87CLFCvE
667,ID_XSD2A9NA,left,t_id_JI6ba2Yx
668,ID_98M7GV75,right,t_id_D7NA71la
669,ID_I7QE9F5U,left,t_id_fjHGjp1w
670,ID_UFML5MGF,right,t_id_Kf73l69A
671,ID_PGI3L6MX,top,t_id_BXWccqAn
672,ID_E39FR0Y6,top,t_id_C0wevyOl
673,ID_8SVPNX4Q,right,t_id_Kc1tXDbJ
674,ID_KSSDB8DT,left,t_id_a4VYrmyA
675,ID_JV1X8JWE,right,t_id_pCO59rOk
676,ID_68TO7VYJ,left,t_id_a4VYrmyA
677,ID_WSAF9MYE,left,t_id_G5eoqwD8
678,ID_UT6XV3VZ,right,t_id_IlO9BOKc
679,ID_1S6V7HAH,left,t_id_fjHGjp1w
680,ID_QZ8SX59E,Right,t_id_3b65X5Lw
681,ID_GS4QRIXM,left,t_id_Kf73l69A
682,ID_ZNX3OHFH,top,t_id_ROFhVsy2
683,ID_E2DV9MCI,right,t_id_EEbWq5Pj
684,ID_AS80AMY1,top,t_id_fxTQ5vHC
685,ID_B3G84M72,top,t_id_DPYQnZyv
686,ID_GTOUU2SY,left,t_id_QqeoI5F3
687,ID_PBE1TTGD,right,t_id_FBsGDJhU
688,ID_EBG551JB,top,t_id_Kf73l69A
689,ID_QUX7JS85,left,t_id_a4VYrmyA
690,ID_85O1N52I,left,t_id_uMOOrQu7
691,ID_7D427U5A,right,t_id_fxTQ5vHC
692,ID_DZ3SS9KE,left,t_id_2E8o5Jtl
693,ID_3L5MO2LW,right,t_id_7gFFZy7i
694,ID_ZPVWRVTV,right,t_id_uIlC9Gfo
695,ID_25AN41F8,right,t_id_VP2NW7aV
696,ID_3646J5ZS,right,t_id_BI99coHt
697,ID_DBYS9YUA,right,t_id_uJXT7dGu
698,ID_I8VQY0H6,right,t_id_4ZfTUmwL
699,ID_B4PCCS10,Left,t_id_HxxqrdTx
700,ID_I56EIVQC,top,t_id_2E8o5Jtl
701,ID_FHGR2ULK,top,t_id_VP2NW7aV
702,ID_CZ2YWPC1,left,t_id_DbmclTcj
703,ID_B75IVBE2,right,t_id_2QmcRkNj
704,ID_QA4P32OC,top,t_id_GrxmyS59
705,ID_ZSVLTDNK,right,t_id_uJXT7dGu
706,ID_2AWOJQ6G,top,t_id_7gFFZy7i
707,ID_A1ZK5WL7,left,t_id_NW7wn8TC
708,ID_UC0NFKIH,left,t_id_UVQa4BMz
709,ID_6I8GO8DU,left,t_id_mXD9Bjsb
710,ID_M14B47DE,right,t_id_FBsGDJhU
711,ID_2DTFZN5E,right,t_id_NW7wn8TC
712,ID_J0V1VGA9,right,t_id_Ts5LyVQz
713,ID_DI0CUJ52,right,t_id_hRzOoJ2t
714,ID_7YLCHKFY,right,t_id_uMOOrQu7
715,ID_54N0JYY9,right,t_id_SwQZGIpa
716,ID_3RTMTX0P,left,t_id_ZfvZBX4Q
717,ID_1LOGRZ1C,left,t_id_ifWwxWF4
718,ID_UFK0CS7U,right,t_id_MwnEYfqe
719,ID_V0YW05GZ,top,t_id_tjWepji1
720,ID_IZMRDCRB,right,t_id_MwnEYfqe
721,ID_ZAX7JB5Z,right,t_id_m2JvEcsg
722,ID_EXRTU2PV,top,t_id_stWei2Uq
723,ID_OIQGRALC,left,t_id_hRzOoJ2t
724,ID_YEXO5W9L,top,t_id_Kf73l69A
725,ID_TL8XQRVC,right,t_id_VFb44eFm
726,ID_CI2MXABP,right,t_id_utw0thCe
727,ID_JI8FXWSB,left,t_id_15bo4NKD
728,ID_BDOBI6O7,left,t_id_n2FBHk6d
729,ID_RUNQ2FIM,right,t_id_gz3whk0q
730,ID_7OPOK0H3,top,t_id_tjWepji1
731,ID_92HCXOZ1,right,t_id_G5JLzvai
732,ID_P64FEB43,top,t_id_hibDzPAP
733,ID_9TVXYZ73,Top,t_id_GOIvCduN
734,ID_RQ5Z29DS,Right,t_id_3b65X5Lw
735,ID_I1IPAQJO,Left,t_id_k1rScFLB
736,ID_ZF6IMKBT,top,t_id_AMnriNb5
737,ID_SPJB293P,left,t_id_g9Fz8PH7
738,ID_95SAQJ24,left,t_id_ip3jsrYo
739,ID_DL3PETJW,top,t_id_BXWccqAn
740,ID_I27BM7GL,right,t_id_YjXYTCGC
741,ID_995DUU69,left,t_id_Kf73l69A
742,ID_WQ8GEGSW,left,t_id_VP2NW7aV
743,ID_CJB8RQFJ,right,t_id_2E8o5Jtl
744,ID_285ACCWE,left,t_id_fjHGjp1w
745,ID_6HEJXWEZ,left,t_id_pCO59rOk
746,ID_ZXM8MLS2,top,t_id_2QmcRkNj
747,ID_EPFEG2AL,Left,t_id_HxxqrdTx
748,ID_1IP252Y3,left,t_id_D0gA44av
749,ID_WTZ4VB8R,left,t_id_Ts5LyVQz
750,ID_IJR8S54Z,top,t_id_EEbWq5Pj
751,ID_KGL8840K,right,t_id_D0gA44av
752,ID_OI53ZV4Y,top,t_id_WDCMGvI4
753,ID_2PIUB1MK,left,t_id_G5JLzvai
754,ID_L2WZI509,right,t_id_VP2NW7aV
755,ID_LA8TJDXO,right,t_id_EEbWq5Pj
756,ID_CO294IXK,top,t_id_JI6ba2Yx
757,ID_NOUXZBV1,left,t_id_AMnriNb5
758,ID_K2LRXM0U,right,t_id_dc6pjonY
759,ID_92TMYGUQ,right,t_id_stWei2Uq
760,ID_RR7BJ2U8,left,t_id_BI99coHt
761,ID_2HBGMZLT,right,t_id_BI99coHt
762,ID_I9VYL0O6,Top,t_id_p77GDtzg
763,ID_Z6INHH8P,top,t_id_JI6ba2Yx
764,ID_SF1FFVIQ,left,t_id_7gFFZy7i
765,ID_XTHH4MP6,Right,t_id_3b65X5Lw
766,ID_OCAWIDVX,right,t_id_DPYQnZyv
767,ID_S4398946,left,t_id_9GFmcOd5
768,ID_RQTR2TVL,left,t_id_hRzOoJ2t
769,ID_J46HC1UN,top,t_id_DPYQnZyv
770,ID_IRMO86CA,right,t_id_Kf73l69A
771,ID_HLIYGNC5,Left,t_id_B7LaSiac
772,ID_EQ7UCDAU,right,t_id_YjXYTCGC
773,ID_QOUS7XD6,left,t_id_3K93fQBS
774,ID_41LEJCPQ,left,t_id_9GFmcOd5
775,ID_YSA5MYSL,Right,t_id_3b65X5Lw
776,ID_7261QP1V,right,t_id_JI6ba2Yx
777,ID_04LIX78Y,right,t_id_dhdJMT1K
778,ID_LVMJ6BNM,left,t_id_QqeoI5F3
779,ID_4CX2W0N8,top,t_id_gz3whk0q
780,ID_QX98XWID,right,t_id_GrxmyS59
781,ID_D1DUDI0C,right,t_id_VP2NW7aV
782,ID_HU0VVZ12,left,t_id_MwnEYfqe
783,ID_EWAKGY2B,left,t_id_9GFmcOd5
784,ID_NCCLGORA,right,t_id_3K93fQBS
785,ID_GQAIZ525,left,t_id_DPYQnZyv
786,ID_IVFQWOSL,right,t_id_Ts5LyVQz
787,ID_G54YJ4LX,top,t_id_YjXYTCGC
788,ID_1M9YNQGR,right,t_id_dhdJMT1K
789,ID_QJS1EGFB,top,t_id_2Yn71r7R
790,ID_3KPZ2UKO,right,t_id_utw0thCe
791,ID_YKJZM0QU,top,t_id_tjWepji1
792,ID_YJK1SO40,right,t_id_0g31STvR
793,ID_TYX5EA30,right,t_id_Kf73l69A
794,ID_ULCE86UH,right,t_id_IlO9BOKc
795,ID_BBQBFZDE,left,t_id_stWei2Uq
796,ID_WXZGW6WG,top,t_id_ifWwxWF4
797,ID_LZ2KEHGP,top,t_id_4XiPKIk7
798,ID_6G5KX0PY,left,t_id_AOWArhGb
799,ID_VSXDS4MQ,top,t_id_utw0thCe
800,ID_TT08S3B2,left,t_id_G5eoqwD8
801,ID_P81MPNDW,right,t_id_a4VYrmyA
802,ID_TLQIWFDN,top,t_id_GrxmyS59
803,ID_QHE3ZNI5,top,t_id_uMOOrQu7
804,ID_S04AGHSE,right,t_id_Kf73l69A
805,ID_TW1GLCKK,left,t_id_Ts5LyVQz
806,ID_KUJA3XZT,top,t_id_ROFhVsy2
807,ID_VOVS77GV,right,t_id_MwnEYfqe
808,ID_CWWW0GH2,left,t_id_m2JvEcsg
809,ID_21FM67IR,right,t_id_Kf73l69A
810,ID_XAOLVKBY,left,t_id_ROFhVsy2
811,ID_2JSFJ5UR,top,t_id_1KIezxkh
812,ID_BPZR1LPN,top,t_id_AOWArhGb
813,ID_3STIX7OB,top,t_id_a4VYrmyA
814,ID_Q1TF3HZU,left,t_id_stWei2Uq
815,ID_BERQGBH1,top,t_id_VP2NW7aV
816,ID_MEEFD8ZQ,right,t_id_WDCMGvI4
817,ID_X54GU2KR,top,t_id_8b8sprYe
818,ID_XC353Q9M,right,t_id_7gFFZy7i
819,ID_JSSL5YBX,top,t_id_Kf73l69A
820,ID_CWXXHFTT,left,t_id_fjHGjp1w
821,ID_CWKSLIVL,top,t_id_VP2NW7aV
822,ID_WQON3OI3,top,t_id_uIlC9Gfo
823,ID_7TYUGEQL,top,t_id_AOWArhGb
824,ID_7OWKA8Q7,right,t_id_WDCMGvI4
825,ID_VNSDR3P4,top,t_id_3fKmnkBS
826,ID_JHQANYOQ,top,t_id_D7NA71la
827,ID_OQH8ZKLC,left,t_id_ROFhVsy2
828,ID_E70GZVTX,top,t_id_NW7wn8TC
829,ID_W09ZC1RA,right,t_id_uVgs53Cz
830,ID_X77R33KF,top,t_id_AMnriNb5
831,ID_QWZ373O0,top,t_id_a4VYrmyA
832,ID_3TK2290E,right,t_id_a4VYrmyA
833,ID_5V9AK0J6,right,t_id_IP3xtKuX
834,ID_SMLKP7NW,top,t_id_4XiPKIk7
835,ID_H4E5XE36,top,t_id_D7NA71la
836,ID_96X24TK5,right,t_id_WDCMGvI4
837,ID_IOQIRGLS,left,t_id_AOWArhGb
838,ID_QIVYUKVT,left,t_id_tjWepji1
839,ID_DA9HCIT2,left,t_id_qZ0iZYsC
840,ID_NTO6XITQ,top,t_id_Ts5LyVQz
841,ID_WWRZUCZN,left,t_id_ROFhVsy2
842,ID_LGYTF0YE,right,t_id_ROFhVsy2
843,ID_PSRW7B2P,top,t_id_ROFhVsy2
844,ID_MXI14FK1,top,t_id_ROFhVsy2
845,ID_WECNV339,Top,t_id_p77GDtzg
846,ID_RCD6NZOJ,right,t_id_bYageLYA
847,ID_ZQIXNT65,left,t_id_uMOOrQu7
848,ID_50NW1F9Y,right,t_id_hRzOoJ2t
849,ID_T25YWGAA,top,t_id_2QmcRkNj
850,ID_V1WYS9MC,top,t_id_IP1t15lD
851,ID_YAKESNII,right,t_id_SwQZGIpa
852,ID_G73HB4JQ,left,t_id_g9Fz8PH7
853,ID_7G2Q5Y8N,top,t_id_tjWepji1
854,ID_OHOUJH8Q,top,t_id_pCO59rOk
855,ID_WSBWRZRH,right,t_id_VP2NW7aV
856,ID_4XTTZZKV,top,t_id_IP3xtKuX
857,ID_QWH2TODQ,top,t_id_dVQ4x3wz
858,ID_OP81LG70,top,t_id_GrxmyS59
859,ID_7UY4QK99,right,t_id_QqeoI5F3
860,ID_CFW64QE5,left,t_id_DPYQnZyv
861,ID_395HP0WK,right,t_id_OqU1NWEA
862,ID_46GASB8T,left,t_id_D3kHUEgp
863,ID_N0LP63WF,top,t_id_ZfvZBX4Q
864,ID_C035DC5E,top,t_id_Kf73l69A
865,ID_O78PRKPK,right,t_id_dVQ4x3wz
866,ID_KU67QH4D,right,t_id_fxTQ5vHC
867,ID_OJ6DQV95,left,t_id_hRzOoJ2t
868,ID_FPBVYYCN,right,t_id_hRzOoJ2t
869,ID_MYGE2LAX,right,t_id_SwQZGIpa
870,ID_MNZ5HWUT,right,t_id_4ZfTUmwL
871,ID_LVL0F31H,right,t_id_Kf73l69A
872,ID_VOXWI65Z,right,t_id_72SiiZCp
873,ID_I3D54T8B,right,t_id_bYageLYA
874,ID_55O9EG4V,top,t_id_IlO9BOKc
875,ID_Q98QK3RA,top,t_id_YjXYTCGC
876,ID_RCCYBVS6,left,t_id_SwQZGIpa
877,ID_G1PCS174,right,t_id_ip3jsrYo
878,ID_XA9CEPXR,right,t_id_Kf73l69A
879,ID_8N6MB24N,right,t_id_8b8sprYe
880,ID_9H5QANIG,right,t_id_d6aYXtor
881,ID_3T6695EQ,left,t_id_D0gA44av
882,ID_C7JUU9XS,left,t_id_VFb44eFm
883,ID_02445SY2,top,t_id_GrxmyS59
884,ID_PICOLFZU,right,t_id_VP2NW7aV
885,ID_AI7H5EOG,left,t_id_9GFmcOd5
886,ID_DV9TFLZE,left,t_id_uVgs53Cz
887,ID_H9QQNVD3,right,t_id_AOWArhGb
888,ID_HTU4CYO3,top,t_id_Imm5pnNf
889,ID_J6VPHQJA,right,t_id_dVQ4x3wz
890,ID_IU8B3GQK,left,t_id_NW7wn8TC
891,ID_JFNEU319,right,t_id_gGQbn7FA
892,ID_P0ZXZ6Z0,right,t_id_ROFhVsy2
893,ID_VUYC58P2,top,t_id_tjWepji1
894,ID_5U8D1PCO,left,t_id_VFb44eFm
895,ID_NNG71HQ6,right,t_id_dVQ4x3wz
896,ID_1KH9MS93,right,t_id_qZ0iZYsC
897,ID_C0N0F1YG,top,t_id_4ZfTUmwL
898,ID_Z6E08HWW,right,t_id_ROFhVsy2
899,ID_DUTGS2TF,top,t_id_qZ0iZYsC
900,ID_3NN7SJN0,left,t_id_uJXT7dGu
901,ID_HAIKS72J,right,t_id_IlO9BOKc
902,ID_AZHUUYMI,left,t_id_WDCMGvI4
903,ID_OWRU1MUU,right,t_id_BI99coHt
904,ID_1PCD0HJG,top,t_id_AMnriNb5
905,ID_7WJBXFO6,top,t_id_9GFmcOd5
906,ID_N0B36HI0,right,t_id_fjHGjp1w
907,ID_27U9A3K5,right,t_id_fjHGjp1w
908,ID_ZK1P299I,right,t_id_SwQZGIpa
909,ID_H6BVTDIA,right,t_id_smNwfXAT
910,ID_HMZR9QQ5,top,t_id_n2FBHk6d
911,ID_YIWTSNP5,right,t_id_2E8o5Jtl
912,ID_6RHG0TO5,left,t_id_IlO9BOKc
913,ID_J6BXE80W,right,t_id_tjWepji1
914,ID_UD8VS1PA,right,t_id_dVQ4x3wz
915,ID_LGWCIVW2,left,t_id_utw0thCe
916,ID_ILCTHPLW,top,t_id_0DPPpRUz
917,ID_UQ5SGR75,left,t_id_JI6ba2Yx
918,ID_5SFBZZXF,left,t_id_GrxmyS59
919,ID_JE8B7P9A,top,t_id_D3kHUEgp
920,ID_2UW7PDL4,top,t_id_ZfvZBX4Q
921,ID_DHOEDCCE,top,t_id_GrxmyS59
922,ID_DU319CIT,top,t_id_SwQZGIpa
923,ID_JS9CJCHX,top,t_id_dVQ4x3wz
924,ID_CK7PY9VI,left,t_id_niEvmwXu
925,ID_YRVSS1VX,top,t_id_hRzOoJ2t
926,ID_7461MO1H,top,t_id_2E8o5Jtl
927,ID_8BR5UY61,top,t_id_mXD9Bjsb
928,ID_3CSDCABB,left,t_id_a4VYrmyA
929,ID_PMUAUFO8,right,t_id_gz3whk0q
930,ID_11D03T8G,top,t_id_fjHGjp1w
931,ID_I0W2ETFT,left,t_id_VP2NW7aV
932,ID_SMU4NVJQ,top,t_id_smNwfXAT
933,ID_X5S9LZBZ,left,t_id_uJXT7dGu
934,ID_RIG8UJLF,top,t_id_9GFmcOd5
935,ID_TDZ9Y6G0,right,t_id_1KIezxkh
936,ID_GGJR7KVR,top,t_id_mpuNp8mf
937,ID_5GS9NLVJ,left,t_id_n2FBHk6d
938,ID_BZE59S10,right,t_id_D3kHUEgp
939,ID_DVTY6BRU,right,t_id_m2JvEcsg
940,ID_8HAJ1J4P,right,t_id_VFb44eFm
941,ID_YTSHFQKS,top,t_id_72SiiZCp
942,ID_U4NL1N7O,top,t_id_VP2NW7aV
943,ID_HNUGEYRR,top,t_id_WDCMGvI4
944,ID_YK7TA9Q5,left,t_id_gJaKYxBQ
945,ID_14NTXGCE,left,t_id_JI6ba2Yx
946,ID_5Q1DKR1L,top,t_id_1KIezxkh
947,ID_4379LDH7,left,t_id_MwnEYfqe
948,ID_V93C6L5U,right,t_id_2Yn71r7R
949,ID_H8CWDLOL,left,t_id_iZQiE7wb
950,ID_RK5AVSOO,right,t_id_ksTLswDT
951,ID_257XTVSR,right,t_id_ROFhVsy2
952,ID_DKHVGRWT,left,t_id_Kf73l69A
953,ID_6UUOIMP6,top,t_id_G5eoqwD8
954,ID_5LV034YU,right,t_id_G5eoqwD8
955,ID_PIDP583F,right,t_id_2Yn71r7R
956,ID_VX980CQX,top,t_id_dVQ4x3wz
957,ID_VR8O6537,left,t_id_1KIezxkh
958,ID_HERL6PW4,right,t_id_stWei2Uq
959,ID_TJ2DY755,right,t_id_stWei2Uq
960,ID_BS922PM8,left,t_id_DbmclTcj
961,ID_GNZB4OKM,top,t_id_8b8sprYe
962,ID_O420ITVF,right,t_id_dhdJMT1K
963,ID_WXE4FHF7,top,t_id_hibDzPAP
964,ID_9NDO7ZG1,top,t_id_n2FBHk6d
965,ID_CWV1MOTM,left,t_id_JI6ba2Yx
966,ID_OKMQPAM0,right,t_id_4ZfTUmwL
967,ID_4KPHQCAG,left,t_id_JI6ba2Yx
968,ID_8PUFUYG5,left,t_id_uJXT7dGu
969,ID_EH07LWKV,top,t_id_QqeoI5F3
970,ID_4JFRRRKV,right,t_id_VP2NW7aV
971,ID_YL3RFAH8,top,t_id_WDCMGvI4
972,ID_BNRF5RP4,right,t_id_DPYQnZyv
973,ID_R7GK2YXP,top,t_id_0DPPpRUz
974,ID_QGPN8J8Y,top,t_id_e9i3Lbq4
975,ID_G8BA8KUL,right,t_id_hRzOoJ2t
976,ID_RNM8OM7F,top,t_id_VP2NW7aV
977,ID_58YOXVJA,right,t_id_Kf73l69A
